Date,Close,Volume,Open,High,Low,Year,Month,Quarter,DayOfWeek
2025-06-17,0.6348092267777333,634345979.704381,0.6348092267777333,0.6348092267777333,0.6348092267777333,2025,6,2,1
2025-06-18,0.6114224843190872,668780456.8391515,0.6114224843190872,0.6114224843190872,0.6114224843190872,2025,6,2,2
2025-06-19,0.6031520541269734,649432905.7020996,0.6031520541269734,0.6031520541269734,0.6031520541269734,2025,6,2,3
2025-06-20,0.6022517506298001,411526119.6336923,0.6022517506298001,0.6022517506298001,0.6022517506298001,2025,6,2,4
2025-06-21,0.5768480561772417,655089381.7343858,0.5768480561772417,0.5768480561772417,0.5768480561772417,2025,6,2,5
2025-06-22,0.5507083653541873,616320411.8508501,0.5507083653541873,0.5507083653541873,0.5507083653541873,2025,6,2,6
2025-06-23,0.5411301510006504,1046673222.5903796,0.5411301510006504,0.5411301510006504,0.5411301510006504,2025,6,2,0
2025-06-24,0.5832401178415064,923344856.19398,0.5832401178415064,0.5832401178415064,0.5832401178415064,2025,6,2,1
2025-06-25,0.5872194649270592,716773448.9598132,0.5872194649270592,0.5872194649270592,0.5872194649270592,2025,6,2,2
2025-06-26,0.5667721482568538,549499472.3311824,0.5667721482568538,0.5667721482568538,0.5667721482568538,2025,6,2,3
2025-06-27,0.5541621947716998,546164591.2662042,0.5541621947716998,0.5541621947716998,0.5541621947716998,2025,6,2,4
2025-06-28,0.5586998411211989,461343367.5389696,0.5586998411211989,0.5586998411211989,0.5586998411211989,2025,6,2,5
2025-06-29,0.5655976009022613,328696976.3556034,0.5655976009022613,0.5655976009022613,0.5655976009022613,2025,6,2,6
2025-06-30,0.5775074724180472,546299719.7888314,0.5775074724180472,0.5775074724180472,0.5775074724180472,2025,6,2,0
2025-07-01,0.5720180140652412,685730060.096957,0.5720180140652412,0.5720180140652412,0.5720180140652412,2025,7,3,1
2025-07-02,0.5421512626893101,631715565.0969181,0.5421512626893101,0.5421512626893101,0.5421512626893101,2025,7,3,2
2025-07-03,0.5846952591552708,934344132.0381689,0.5846952591552708,0.5846952591552708,0.5846952591552708,2025,7,3,3
2025-07-04,0.5987839336899987,723259758.2613916,0.5987839336899987,0.5987839336899987,0.5987839336899987,2025,7,3,4
2025-07-05,0.5728146380802783,539620249.5139698,0.5728146380802783,0.5728146380802783,0.5728146380802783,2025,7,3,5
2025-07-06,0.5760131698614164,287359327.05554503,0.5760131698614164,0.5760131698614164,0.5760131698614164,2025,7,3,6
2025-07-07,0.5857056935866781,379742988.53059584,0.5857056935866781,0.5857056935866781,0.5857056935866781,2025,7,3,0
2025-07-08,0.5798100944867142,559194866.5817564,0.5798100944867142,0.5798100944867142,0.5798100944867142,2025,7,3,1
2025-07-09,0.5882961516358525,487674618.9568239,0.5882961516358525,0.5882961516358525,0.5882961516358525,2025,7,3,2
2025-07-10,0.6236218758822067,921412284.2952383,0.6236218758822067,0.6236218758822067,0.6236218758822067,2025,7,3,3
2025-07-11,0.6771328310749256,1062017291.4508075,0.6771328310749256,0.6771328310749256,0.6771328310749256,2025,7,3,4
2025-07-12,0.7108207334882014,2545650162.8728247,0.7108207334882014,0.7108207334882014,0.7108207334882014,2025,7,3,5
2025-07-13,0.7087303921384289,1194202622.657187,0.7087303921384289,0.7087303921384289,0.7087303921384289,2025,7,3,6
2025-07-14,0.7378983923650405,1350750371.5082395,0.7378983923650405,0.7378983923650405,0.7378983923650405,2025,7,3,0
2025-07-15,0.733985780563862,1572853324.2413535,0.733985780563862,0.733985780563862,0.733985780563862,2025,7,3,1
2025-07-16,0.747277634667093,1354949575.963603,0.747277634667093,0.747277634667093,0.747277634667093,2025,7,3,2
2025-07-17,0.7641507655300265,1385025802.8377533,0.7641507655300265,0.7641507655300265,0.7641507655300265,2025,7,3,3
2025-07-18,0.8253351061679741,2320405580.9458838,0.8253351061679741,0.8253351061679741,0.8253351061679741,2025,7,3,4
2025-07-19,0.8161741510181671,2744061820.5816364,0.8161741510181671,0.8161741510181671,0.8161741510181671,2025,7,3,5
2025-07-20,0.8304330576753646,924051674.3749669,0.8304330576753646,0.8304330576753646,0.8304330576753646,2025,7,3,6
2025-07-21,0.8583354631312871,1647913109.454905,0.8583354631312871,0.8583354631312871,0.8583354631312871,2025,7,3,0
2025-07-22,0.8904182879941529,2186221398.6047134,0.8904182879941529,0.8904182879941529,0.8904182879941529,2025,7,3,1
2025-07-23,0.9027605176449547,1915066491.9679723,0.9027605176449547,0.9027605176449547,0.9027605176449547,2025,7,3,2
2025-07-24,0.815884567414226,1761411667.1605673,0.815884567414226,0.815884567414226,0.815884567414226,2025,7,3,3
2025-07-25,0.80501618368269,2046328243.6132076,0.80501618368269,0.80501618368269,0.80501618368269,2025,7,3,4
2025-07-26,0.8148215317217962,1632181351.1474926,0.8148215317217962,0.8148215317217962,0.8148215317217962,2025,7,3,5
2025-07-27,0.8190799958273328,1141573915.9722888,0.8190799958273328,0.8190799958273328,0.8190799958273328,2025,7,3,6
2025-07-28,0.831249582355049,1223441648.3256605,0.831249582355049,0.831249582355049,0.831249582355049,2025,7,3,0
2025-07-29,0.7906518877207298,1539117170.2628875,0.7906518877207298,0.7906518877207298,0.7906518877207298,2025,7,3,1
2025-07-30,0.7823246045491294,917245865.0723526,0.7823246045491294,0.7823246045491294,0.7823246045491294,2025,7,3,2
2025-07-31,0.7642835190955796,1436810681.8436756,0.7642835190955796,0.7642835190955796,0.7642835190955796,2025,7,3,3
2025-08-01,0.7396045672641582,927099828.2246138,0.7396045672641582,0.7396045672641582,0.7396045672641582,2025,8,3,4
2025-08-02,0.7145221914128183,1721833578.4874027,0.7145221914128183,0.7145221914128183,0.7145221914128183,2025,8,3,5
2025-08-03,0.6980981330649948,1148774439.2067535,0.6980981330649948,0.6980981330649948,0.6980981330649948,2025,8,3,6
2025-08-04,0.7262374028449563,993385819.0972399,0.7262374028449563,0.7262374028449563,0.7262374028449563,2025,8,3,0
2025-08-05,0.7552702347266081,1165089532.7492764,0.7552702347266081,0.7552702347266081,0.7552702347266081,2025,8,3,1
2025-08-06,0.7263781593451547,1171851083.2208505,0.7263781593451547,0.7263781593451547,0.7263781593451547,2025,8,3,2
2025-08-07,0.7414880462752388,977023434.496232,0.7414880462752388,0.7414880462752388,0.7414880462752388,2025,8,3,3
2025-08-08,0.7865689725619774,838963353.407525,0.7865689725619774,0.7865689725619774,0.7865689725619774,2025,8,3,4
2025-08-09,0.7919870397270753,1523418756.045653,0.7919870397270753,0.7919870397270753,0.7919870397270753,2025,8,3,5
2025-08-10,0.8034979007903974,1208313252.4320037,0.8034979007903974,0.8034979007903974,0.8034979007903974,2025,8,3,6
2025-08-11,0.8012979525448268,1257795443.8588612,0.8012979525448268,0.8012979525448268,0.8012979525448268,2025,8,3,0
2025-08-12,0.7742441113077331,1580757170.1455648,0.7742441113077331,0.7742441113077331,0.7742441113077331,2025,8,3,1
2025-08-13,0.8421230587329199,2317731355.205162,0.8421230587329199,0.8421230587329199,0.8421230587329199,2025,8,3,2
2025-08-14,0.9083262306993797,2732159764.0074096,0.9083262306993797,0.9083262306993797,0.9083262306993797,2025,8,3,3
2025-08-15,0.9257907750447252,6262477377.006203,0.9257907750447252,0.9257907750447252,0.9257907750447252,2025,8,3,4
2025-08-16,0.9417993288449931,4090456817.7946143,0.9417993288449931,0.9417993288449931,0.9417993288449931,2025,8,3,5
2025-08-17,0.9202323179786044,2594889554.9425573,0.9202323179786044,0.9202323179786044,0.9202323179786044,2025,8,3,6
2025-08-18,0.9632097962031909,2548707795.1838636,0.9632097962031909,0.9632097962031909,0.9632097962031909,2025,8,3,0
2025-08-19,0.9234551905457825,2628037750.19441,0.9234551905457825,0.9234551905457825,0.9234551905457825,2025,8,3,1
2025-08-20,0.844852910211689,3039130017.890459,0.844852910211689,0.844852910211689,0.844852910211689,2025,8,3,2
2025-08-21,0.8814325132681368,2091187849.2292519,0.8814325132681368,0.8814325132681368,0.8814325132681368,2025,8,3,3
2025-08-22,0.8500620636669307,1533388209.2835274,0.8500620636669307,0.8500620636669307,0.8500620636669307,2025,8,3,4
2025-08-23,0.9292153711002944,2310244345.9738755,0.9292153711002944,0.9292153711002944,0.9292153711002944,2025,8,3,5
2025-08-24,0.9131672024037382,1547871628.4124138,0.9131672024037382,0.9131672024037382,0.9131672024037382,2025,8,3,6
2025-08-25,0.9103477002497992,2365868259.601135,0.9103477002497992,0.9103477002497992,0.9103477002497992,2025,8,3,0
2025-08-26,0.8383085888787645,2475738564.1436143,0.8383085888787645,0.8383085888787645,0.8383085888787645,2025,8,3,1
2025-08-27,0.8667872730928795,1757480771.0628576,0.8667872730928795,0.8667872730928795,0.8667872730928795,2025,8,3,2
2025-08-28,0.8500970609404207,1564491256.7458448,0.8500970609404207,0.8500970609404207,0.8500970609404207,2025,8,3,3
2025-08-29,0.8571816065931211,1447642760.5189126,0.8571816065931211,0.8571816065931211,0.8571816065931211,2025,8,3,4
2025-08-30,0.8272541831683505,1819818947.7928045,0.8272541831683505,0.8272541831683505,0.8272541831683505,2025,8,3,5
2025-08-31,0.8219618530060325,696060557.701606,0.8219618530060325,0.8219618530060325,0.8219618530060325,2025,8,3,6
2025-09-01,0.8116929323571344,962834018.1431152,0.8116929323571344,0.8116929323571344,0.8116929323571344,2025,9,3,0
2025-09-02,0.799421995426129,1796172919.722201,0.799421995426129,0.799421995426129,0.799421995426129,2025,9,3,1
2025-09-03,0.8345690454988189,1490974794.7765043,0.8345690454988189,0.8345690454988189,0.8345690454988189,2025,9,3,2
2025-09-04,0.8358193960502531,1146558111.1280096,0.8358193960502531,0.8358193960502531,0.8358193960502531,2025,9,3,3
2025-09-05,0.8103356761503423,1102148615.9189978,0.8103356761503423,0.8103356761503423,0.8103356761503423,2025,9,3,4
2025-09-06,0.8308551338308517,1121578867.539977,0.8308551338308517,0.8308551338308517,0.8308551338308517,2025,9,3,5
2025-09-07,0.8185531180763999,850472090.6641397,0.8185531180763999,0.8185531180763999,0.8185531180763999,2025,9,3,6
2025-09-08,0.8363048012672472,1021552780.8007756,0.8363048012672472,0.8363048012672472,0.8363048012672472,2025,9,3,0
2025-09-09,0.8646800277854038,1691794761.1033452,0.8646800277854038,0.8646800277854038,0.8646800277854038,2025,9,3,1
2025-09-10,0.8649298409057776,1990098821.1710768,0.8649298409057776,0.8649298409057776,0.8649298409057776,2025,9,3,2
2025-09-11,0.8853218749788114,1532700295.741913,0.8853218749788114,0.8853218749788114,0.8853218749788114,2025,9,3,3
2025-09-12,0.8939522635864209,1271457105.8612123,0.8939522635864209,0.8939522635864209,0.8939522635864209,2025,9,3,4
2025-09-13,0.9169478146623894,1454391842.8665938,0.9169478146623894,0.9169478146623894,0.9169478146623894,2025,9,3,5
2025-09-14,0.9299550781941931,1981983107.1599066,0.9299550781941931,0.9299550781941931,0.9299550781941931,2025,9,3,6
2025-09-15,0.8884370883146469,1700018608.6187458,0.8884370883146469,0.8884370883146469,0.8884370883146469,2025,9,3,0
2025-09-16,0.8623288816260523,2198306930.353841,0.8623288816260523,0.8623288816260523,0.8623288816260523,2025,9,3,1
2025-09-17,0.8803872516725199,1535737124.6753068,0.8803872516725199,0.8803872516725199,0.8803872516725199,2025,9,3,2
2025-09-18,0.9126236395968257,2162211909.8838787,0.9126236395968257,0.9126236395968257,0.9126236395968257,2025,9,3,3
2025-09-19,0.9252028118570796,2320855756.374952,0.9252028118570796,0.9252028118570796,0.9252028118570796,2025,9,3,4
2025-09-20,0.8905595744647299,1874213489.2227256,0.8905595744647299,0.8905595744647299,0.8905595744647299,2025,9,3,5
2025-09-21,0.8925758915569314,1108991095.7394426,0.8925758915569314,0.8925758915569314,0.8925758915569314,2025,9,3,6
2025-09-22,0.8850224534941044,835345737.619557,0.8850224534941044,0.8850224534941044,0.8850224534941044,2025,9,3,0
2025-09-23,0.825573599568111,2210789664.528847,0.825573599568111,0.825573599568111,0.825573599568111,2025,9,3,1
2025-09-24,0.8089077971236107,1348498942.606384,0.8089077971236107,0.8089077971236107,0.8089077971236107,2025,9,3,2
2025-09-25,0.8123841509479168,1311940099.4603145,0.8123841509479168,0.8123841509479168,0.8123841509479168,2025,9,3,3
2025-09-26,0.7619264564902304,2141132625.0271041,0.7619264564902304,0.7619264564902304,0.7619264564902304,2025,9,3,4
2025-09-27,0.7913610637637805,1413078427.201117,0.7913610637637805,0.7913610637637805,0.7913610637637805,2025,9,3,5
2025-09-28,0.7811470666284351,833231521.9410535,0.7811470666284351,0.7811470666284351,0.7811470666284351,2025,9,3,6
2025-09-29,0.8080370823129959,707497018.9646478,0.8080370823129959,0.8080370823129959,0.8080370823129959,2025,9,3,0
2025-09-30,0.80713373050909,1308146095.203158,0.80713373050909,0.80713373050909,0.80713373050909,2025,9,3,1
2025-10-01,0.8068637853072127,1028756666.4014732,0.8068637853072127,0.8068637853072127,0.8068637853072127,2025,10,4,2
2025-10-02,0.8491773015153895,1697702164.0677571,0.8491773015153895,0.8491773015153895,0.8491773015153895,2025,10,4,3
2025-10-03,0.8692139848155263,1721167459.1807632,0.8692139848155263,0.8692139848155263,0.8692139848155263,2025,10,4,4
2025-10-04,0.8664561725583831,1333990265.720089,0.8664561725583831,0.8664561725583831,0.8664561725583831,2025,10,4,5
2025-10-05,0.8399090418000441,1202387524.7048259,0.8399090418000441,0.8399090418000441,0.8399090418000441,2025,10,4,6
2025-10-06,0.8375475310775687,1583032733.6624525,0.8375475310775687,0.8375475310775687,0.8375475310775687,2025,10,4,0
2025-10-07,0.8721011125465495,1756667037.6016634,0.8721011125465495,0.8721011125465495,0.8721011125465495,2025,10,4,1
2025-10-08,0.8210650617728257,1827010736.9137087,0.8210650617728257,0.8210650617728257,0.8210650617728257,2025,10,4,2
2025-10-09,0.83882296513004,1241767946.1039858,0.83882296513004,0.83882296513004,0.83882296513004,2025,10,4,3
2025-10-10,0.815304028130714,1113414734.087583,0.815304028130714,0.815304028130714,0.815304028130714,2025,10,4,4
2025-10-11,0.6386898030904008,4192415361.845668,0.6386898030904008,0.6386898030904008,0.6386898030904008,2025,10,4,5
2025-10-12,0.631959064431091,2973633773.2386045,0.631959064431091,0.631959064431091,0.631959064431091,2025,10,4,6
2025-10-13,0.7011687633663608,1848585986.32073,0.7011687633663608,0.7011687633663608,0.7011687633663608,2025,10,4,0
2025-10-14,0.7285348662016478,2048211445.7615647,0.7285348662016478,0.7285348662016478,0.7285348662016478,2025,10,4,1
2025-10-15,0.6997448119049228,2015894272.043281,0.6997448119049228,0.6997448119049228,0.6997448119049228,2025,10,4,2
2025-10-16,0.6682233140928284,1107756710.7383668,0.6682233140928284,0.6682233140928284,0.6682233140928284,2025,10,4,3
2025-10-17,0.6445410613357602,1511932115.7957428,0.6445410613357602,0.6445410613357602,0.6445410613357602,2025,10,4,4
2025-10-18,0.6252076632789738,1855449466.4904933,0.6252076632789738,0.6252076632789738,0.6252076632789738,2025,10,4,5
2025-10-19,0.6340674459608995,505111912.24621665,0.6340674459608995,0.6340674459608995,0.6340674459608995,2025,10,4,6
2025-10-20,0.6522873380531202,812048809.4550594,0.6522873380531202,0.6522873380531202,0.6522873380531202,2025,10,4,0
2025-10-21,0.6633267576932305,1256409525.5887775,0.6633267576932305,0.6633267576932305,0.6633267576932305,2025,10,4,1
2025-10-22,0.6425868505706848,1373643923.608071,0.6425868505706848,0.6425868505706848,0.6425868505706848,2025,10,4,2
